"timeframe","cluster2017","TotPop","TotPop_m","cluster2017_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
"2012-16","Kalorama Heights, Adams Morgan, Lanier Heights",19593,769,01,"01JAN2012","31DEC2016",7.9,9.9,20,8.7,71,12,5.9,7.3,1.2,1.3,2.4,1.7,2.8,1.8,1.4,7.2,"X","X","X",1
"2012-16","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",51220,1649,02,"01JAN2012","31DEC2016",15,7.5,24,32,36,25,4.5,46,1.3,0.8,1.8,1.8,1.4,2.4,0.8,5.6,"X","X","X",1
"2012-16","Howard University, Le Droit Park, Cardozo/Shaw",14043,705,03,"01JAN2012","31DEC2016",8.4,6.6,15,40,45,7.5,3.9,30,1.7,1.4,2.4,3.8,3.0,2.3,1.2,13,"X","X","X",1
"2012-16","Georgetown, Burleith/Hillandale",14991,855,04,"01JAN2012","31DEC2016",9.7,10,18,5.5,76,8.3,7.6,14,1.9,1.4,2.8,2.6,2.2,1.9,1.6,11,"X","X","X",1
"2012-16","West End, Foggy Bottom, GWU",16779,895,05,"01JAN2012","31DEC2016",2.5,9.6,24,8.4,66,9.8,11,23,1.2,1.9,3.1,2.1,3.3,1.8,1.7,37,"X","X","X",1
"2012-16","Dupont Circle, Connecticut Avenue/K Street",20130,870,06,"01JAN2012","31DEC2016",4.9,8.0,19,6.9,73,9.4,7.0,23,1.3,1.3,2.5,1.4,2.1,1.8,1.3,18,"X","X","X",1
"2012-16","Shaw, Logan Circle",20697,957,07,"01JAN2012","31DEC2016",8.9,6.4,20,24,48,16,7.6,28,1.6,1.1,3.0,2.6,2.0,3.7,1.6,9.1,"X","X","X",1
"2012-16","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",19188,900,08,"01JAN2012","31DEC2016",11,8.3,18,34,42,11,11,61,2.3,1.2,2.2,3.5,1.8,2.8,1.6,12,"X","X","X",1
"2012-16","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",12195,653,09,"01JAN2012","31DEC2016",10,16,11,43,43,5.5,5.0,54,1.9,2.3,3.0,3.8,3.2,1.8,2.0,9.8,"X","X","X",1
"2012-16","Hawthorne, Barnaby Woods, Chevy Chase",15330,631,10,"01JAN2012","31DEC2016",25,20,13,9.9,74,7.6,4.4,9.3,2.3,2.0,2.7,2.6,2.1,2.5,1.2,4.2,"X","X","X",1
"2012-16","Friendship Heights, American University Park, Tenleytown",12494,617,11,"01JAN2012","31DEC2016",23,17,19,4.7,74,10,5.5,12,2.6,2.2,3.3,1.8,3.3,2.5,1.4,6.0,"X","X","X",1
"2012-16","North Cleveland Park, Forest Hills, Van Ness",10658,664,12,"01JAN2012","31DEC2016",12,17,19,9.6,73,8.4,6.7,13,2.8,2.6,3.6,3.7,4.0,3.0,2.0,7.2,"X","X","X",1
"2012-16","Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",16631,707,13,"01JAN2012","31DEC2016",18,15,21,6.7,71,12,6.5,8.6,1.5,1.5,2.3,2.2,2.4,2.2,1.4,4.3,"X","X","X",1
"2012-16","Cathedral Heights, McLean Gardens, Glover Park",20608,990,14,"01JAN2012","31DEC2016",12,16,21,6.6,75,8.1,6.5,13,1.7,1.7,2.8,2.3,2.3,2.3,1.7,5.9,"X","X","X",1
"2012-16","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",15733,652,15,"01JAN2012","31DEC2016",12,17,18,5.1,72,14,6.1,19,2.0,2.1,2.8,2.2,3.1,3.2,1.7,9.1,"X","X","X",1
"2012-16","Colonial Village, Shepherd Park, North Portal Estates",4331,325,16,"01JAN2012","31DEC2016",21,21,11,64,27,6.6,0.6,21,3.8,3.4,3.4,4.7,3.1,4.8,0.8,10,"X","X","X",1
"2012-16","Takoma, Brightwood, Manor Park",22901,1004,17,"01JAN2012","31DEC2016",20,13,28,62,11,23,1.7,33,1.9,1.1,3.0,2.1,1.2,3.7,0.9,6.7,"X","X","X",1
"2012-16","Brightwood Park, Crestwood, Petworth",40773,1446,18,"01JAN2012","31DEC2016",19,12,24,52,18,24,2.4,33,1.5,0.9,2.3,2.3,1.2,2.3,0.6,5.5,"X","X","X",1
"2012-16","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",14945,840,19,"01JAN2012","31DEC2016",19,14,21,64,14,19,1.9,44,2.4,1.5,3.3,4.3,2.2,4.2,1.0,9.8,"X","X","X",1
"2012-16","North Michigan Park, Michigan Park, University Heights",13378,824,20,"01JAN2012","31DEC2016",19,19,11,66,17,13,1.2,40,2.8,1.6,2.6,2.6,2.5,5.1,0.7,11,"X","X","X",1
"2012-16","Edgewood, Bloomingdale, Truxton Circle, Eckington",24101,1070,21,"01JAN2012","31DEC2016",14,11,11,55,31,7.5,2.7,43,1.5,1.2,1.6,3.2,2.3,1.6,0.8,7.0,"X","X","X",1
"2012-16","Brookland, Brentwood, Langdon",14849,704,22,"01JAN2012","31DEC2016",22,14,8.6,74,16,5.4,2.0,46,2.6,1.8,2.0,3.0,2.4,1.8,0.9,6.1,"X","X","X",1
"2012-16","Ivy City, Arboretum, Trinidad, Carver Langston",16841,996,23,"01JAN2012","31DEC2016",19,9.7,11,74,14,7.4,2.6,66,2.4,1.2,2.4,3.5,1.7,2.6,1.2,6.8,"X","X","X",1
"2012-16","Woodridge, Fort Lincoln, Gateway",7811,465,24,"01JAN2012","31DEC2016",19,23,8.1,84,8.5,5.0,1.1,44,3.1,2.8,2.8,3.0,2.8,2.2,1.1,11,"X","X","X",1
"2012-16","Union Station, Stanton Park, Kingman Park",28494,981,25,"01JAN2012","31DEC2016",13,8.2,6.1,33,55,4.9,3.5,27,1.1,0.8,0.9,2.4,1.4,1.0,0.6,5.9,"X","X","X",1
"2012-16","Capitol Hill, Lincoln Park",29579,900,26,"01JAN2012","31DEC2016",13,10.0,7.1,30,59,6.2,2.3,20,1.3,0.9,1.1,1.8,1.4,1.1,0.6,5.2,"X","X","X",1
"2012-16","Near Southeast, Navy Yard",4664,305,27,"01JAN2012","31DEC2016",6.5,6.6,5.1,27,62,5.3,3.6,49,2.4,2.1,2.2,4.9,5.3,1.9,1.6,23,"X","X","X",1
"2012-16","Historic Anacostia",5675,501,28,"01JAN2012","31DEC2016",33,5.9,1.8,97,2.3,0.3,0.1,79,4.1,1.6,1.0,3.1,1.2,0.4,0.4,3.9,"X","X","X",1
"2012-16","Eastland Gardens, Kenilworth",2231,257,29,"01JAN2012","31DEC2016",27,11,1.0,97,0.9,0.8,0.0,79,5.4,2.8,1.3,4.1,1.1,0.8,0.7,11,"X","X","X",1
"2012-16","Mayfair, Hillbrook, Mahaning Heights",7176,627,30,"01JAN2012","31DEC2016",27,10,4.8,92,0.7,5.6,0.0,86,5.0,2.5,2.4,3.1,0.5,4.3,0.3,5.3,"X","X","X",1
"2012-16","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",13098,873,31,"01JAN2012","31DEC2016",24,13,6.7,95,0.8,3.1,0.3,71,2.9,2.0,2.5,2.0,0.5,1.6,0.3,6.3,"X","X","X",1
"2012-16","River Terrace, Benning, Greenway, Dupont Park",13535,1056,32,"01JAN2012","31DEC2016",25,14,3.0,96,0.4,2.9,0.2,78,3.4,1.7,2.4,1.3,0.4,3.0,0.4,7.0,"X","X","X",1
"2012-16","Capitol View, Marshall Heights, Benning Heights",19382,990,33,"01JAN2012","31DEC2016",28,10,3.3,95,0.8,3.0,0.1,74,2.5,1.2,1.5,1.0,0.4,1.8,0.3,4.0,"X","X","X",1
"2012-16","Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",18368,884,34,"01JAN2012","31DEC2016",20,15,3.3,90,3.4,3.0,1.0,63,2.5,1.3,1.2,2.2,1.2,1.6,0.9,6.9,"X","X","X",1
"2012-16","Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",6168,632,35,"01JAN2012","31DEC2016",21,17,2.6,86,4.8,7.0,1.0,73,4.5,3.7,1.6,4.8,2.2,5.2,1.2,14,"X","X","X",1
"2012-16","Woodland/Fort Stanton, Garfield Heights, Knox Hill",8763,665,36,"01JAN2012","31DEC2016",30,8.6,1.1,96,1.2,0.7,0.0,88,3.8,1.8,0.7,2.0,0.7,0.7,0.3,3.9,"X","X","X",1
"2012-16","Sheridan, Barry Farm, Buena Vista",8054,614,37,"01JAN2012","31DEC2016",34,6.4,2.7,94,0.6,3.6,0.3,82,3.5,1.6,1.5,4.6,0.7,3.0,0.4,2.8,"X","X","X",1
"2012-16","Douglas, Shipley Terrace",13028,896,38,"01JAN2012","31DEC2016",32,6.7,3.1,94,1.5,2.7,0.4,80,3.5,1.3,1.7,2.6,0.7,2.5,0.6,5.1,"X","X","X",1
"2012-16","Congress Heights, Bellevue, Washington Highlands",31118,1351,39,"01JAN2012","31DEC2016",28,9.1,3.1,95,1.3,1.8,0.1,76,1.8,0.9,0.8,1.5,0.5,0.9,0.2,3.5,"X","X","X",1
"2012-16","Walter Reed",364,136,40,"01JAN2012","31DEC2016",16,15,18,55,18,23,2.4,46,13,9.9,25,3.2,11,25,4.2,59,"X","X","X",1
"2012-16","Rock Creek Park",980,190,41,"01JAN2012","31DEC2016",16,17,25,36,39,17,4.1,17,7.3,7.9,12,13,12,11,5.8,22,"X","X","X",1
"2012-16","Saint Elizabeths",836,238,43,"01JAN2012","31DEC2016",27,8.8,2.7,92,4.3,3.1,0.0,73,13,6.2,4.4,13,5.5,7.5,0.9,30,"X","X","X",1
"2012-16","Joint Base Anacostia-Bolling",6835,694,44,"01JAN2012","31DEC2016",34,2.2,4.9,46,40,8.1,1.4,25,4.4,1.2,2.1,8.4,3.3,2.8,1.0,9.0,"X","X","X",1
"2012-16","Arboretum, Anacostia River",332,121,46,"01JAN2012","31DEC2016",20,19,10.0,84,8.0,3.0,2.6,44,14,12,16,18,13,7.1,10,57,"X","X","X",1
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",18220,".",01,"01JAN2010","31DEC2010",7.2,9.0,".",11,69,13,6.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",46275,".",02,"01JAN2010","31DEC2010",15,7.4,".",37,31,27,4.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Howard University, Le Droit Park, Cardozo/Shaw",11647,".",03,"01JAN2010","31DEC2010",7.4,5.5,".",53,33,8.6,4.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Georgetown, Burleith/Hillandale",16109,".",04,"01JAN2010","31DEC2010",7.4,10,".",4.0,81,6.4,8.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"West End, Foggy Bottom, GWU",16801,".",05,"01JAN2010","31DEC2010",1.6,8.1,".",6.7,75,5.7,12,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Dupont Circle, Connecticut Avenue/K Street",19796,".",06,"01JAN2010","31DEC2010",2.8,6.9,".",8.2,73,8.3,10,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Shaw, Logan Circle",18714,".",07,"01JAN2010","31DEC2010",11,7.3,".",33,46,14,7.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",17153,".",08,"01JAN2010","31DEC2010",9.6,9.4,".",33,44,9.5,13,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",11592,".",09,"01JAN2010","31DEC2010",13,14,".",56,33,5.2,5.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Hawthorne, Barnaby Woods, Chevy Chase",14342,".",10,"01JAN2010","31DEC2010",22,21,".",9.9,78,6.3,5.6,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Friendship Heights, American University Park, Tenleytown",11906,".",11,"01JAN2010","31DEC2010",19,14,".",5.3,80,6.8,7.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"North Cleveland Park, Forest Hills, Van Ness",10551,".",12,"01JAN2010","31DEC2010",9.1,16,".",8.7,73,7.6,10,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",15374,".",13,"01JAN2010","31DEC2010",18,13,".",4.2,81,6.3,7.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cathedral Heights, McLean Gardens, Glover Park",19565,".",14,"01JAN2010","31DEC2010",7.8,15,".",5.1,78,8.8,7.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",15156,".",15,"01JAN2010","31DEC2010",10,12,".",4.4,80,7.6,8.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Colonial Village, Shepherd Park, North Portal Estates",3847,".",16,"01JAN2010","31DEC2010",18,23,".",69,23,5.0,1.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Takoma, Brightwood, Manor Park",20361,".",17,"01JAN2010","31DEC2010",19,15,".",69,10,18,1.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Brightwood Park, Crestwood, Petworth",36731,".",18,"01JAN2010","31DEC2010",20,13,".",60,13,25,1.8,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",12790,".",19,"01JAN2010","31DEC2010",18,19,".",79,6.8,13,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"North Michigan Park, Michigan Park, University Heights",11392,".",20,"01JAN2010","31DEC2010",14,19,".",69,24,4.9,2.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Edgewood, Bloomingdale, Truxton Circle, Eckington",21822,".",21,"01JAN2010","31DEC2010",15,13,".",68,23,6.7,2.5,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Brookland, Brentwood, Langdon",12699,".",22,"01JAN2010","31DEC2010",20,15,".",80,12,6.3,1.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Ivy City, Arboretum, Trinidad, Carver Langston",14786,".",23,"01JAN2010","31DEC2010",21,11,".",87,7.1,4.2,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Woodridge, Fort Lincoln, Gateway",6668,".",24,"01JAN2010","31DEC2010",16,23,".",87,5.0,5.5,1.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Union Station, Stanton Park, Kingman Park",24671,".",25,"01JAN2010","31DEC2010",15,9.1,".",48,44,4.3,3.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Capitol Hill, Lincoln Park",28389,".",26,"01JAN2010","31DEC2010",12,8.7,".",34,57,5.0,3.5,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Near Southeast, Navy Yard",2794,".",27,"01JAN2010","31DEC2010",4.9,8.5,".",32,57,5.5,6.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Historic Anacostia",4990,".",28,"01JAN2010","31DEC2010",32,8.0,".",97,1.2,1.0,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Eastland Gardens, Kenilworth",2289,".",29,"01JAN2010","31DEC2010",36,9.0,".",97,0.7,1.5,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Mayfair, Hillbrook, Mahaning Heights",6452,".",30,"01JAN2010","31DEC2010",27,10,".",97,0.6,1.9,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",12806,".",31,"01JAN2010","31DEC2010",28,11,".",96,0.8,2.5,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"River Terrace, Benning, Greenway, Dupont Park",12436,".",32,"01JAN2010","31DEC2010",25,13,".",97,0.7,1.7,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Capitol View, Marshall Heights, Benning Heights",17801,".",33,"01JAN2010","31DEC2010",27,12,".",96,0.8,3.2,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",16320,".",34,"01JAN2010","31DEC2010",20,16,".",96,2.0,1.6,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",5961,".",35,"01JAN2010","31DEC2010",18,17,".",92,5.2,1.9,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",7572,".",36,"01JAN2010","31DEC2010",30,8.6,".",98,0.8,1.2,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Sheridan, Barry Farm, Buena Vista",7957,".",37,"01JAN2010","31DEC2010",36,5.5,".",97,0.7,1.6,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Douglas, Shipley Terrace",11919,".",38,"01JAN2010","31DEC2010",35,6.4,".",98,0.6,1.1,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Congress Heights, Bellevue, Washington Highlands",27989,".",39,"01JAN2010","31DEC2010",29,8.7,".",97,0.8,1.4,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Walter Reed",355,".",40,"01JAN2010","31DEC2010",0.0,0.0,".",21,61,13,3.7,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Rock Creek Park",839,".",41,"01JAN2010","31DEC2010",16,18,".",39,51,4.4,4.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Saint Elizabeths",766,".",43,"01JAN2010","31DEC2010",7.0,9.5,".",91,6.4,1.7,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Joint Base Anacostia-Bolling",4748,".",44,"01JAN2010","31DEC2010",26,3.4,".",51,35,8.9,3.9,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"Arboretum, Anacostia River",292,".",46,"01JAN2010","31DEC2010",18,21,".",95,1.4,4.1,0.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Kalorama Heights, Adams Morgan, Lanier Heights",18082,".",01,"01JAN2000","31DEC2000",9.1,6.3,25,18,60,16,6.2,26,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",45699,".",02,"01JAN2000","31DEC2000",22,8.3,33,52,13,31,3.2,48,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Howard University, Le Droit Park, Cardozo/Shaw",9705,".",03,"01JAN2000","31DEC2000",15,8.5,15,73,13,11,1.6,57,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Georgetown, Burleith/Hillandale",15403,".",04,"01JAN2000","31DEC2000",5.9,8.0,13,3.9,86,3.8,6.1,9.9,".",".",".",".",".",".",".",".","X","X","X",1
2000,"West End, Foggy Bottom, GWU",12055,".",05,"01JAN2000","31DEC2000",1.3,12,19,6.2,75,5.4,13,15,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Dupont Circle, Connecticut Avenue/K Street",19510,".",06,"01JAN2000","31DEC2000",4.8,6.8,23,13,68,10,8.0,34,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Shaw, Logan Circle",16237,".",07,"01JAN2000","31DEC2000",17,8.6,23,52,24,17,5.9,47,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",11738,".",08,"01JAN2000","31DEC2000",20,14,17,66,17,9.8,7.4,59,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",11779,".",09,"01JAN2000","31DEC2000",15,15,10,67,25,4.3,2.4,72,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Hawthorne, Barnaby Woods, Chevy Chase",15044,".",10,"01JAN2000","31DEC2000",18,23,13,11,78,4.5,5.3,11,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Friendship Heights, American University Park, Tenleytown",10122,".",11,"01JAN2000","31DEC2000",18,15,18,4.9,83,5.5,5.7,8.8,".",".",".",".",".",".",".",".","X","X","X",1
2000,"North Cleveland Park, Forest Hills, Van Ness",10035,".",12,"01JAN2000","31DEC2000",10,14,20,7.3,78,6.6,7.2,10,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",15462,".",13,"01JAN2000","31DEC2000",13,11,18,5.1,81,6.0,5.8,11,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cathedral Heights, McLean Gardens, Glover Park",18026,".",14,"01JAN2000","31DEC2000",7.6,14,26,5.5,78,8.4,7.7,22,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",14651,".",15,"01JAN2000","31DEC2000",9.4,15,17,7.4,79,7.0,5.4,13,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Colonial Village, Shepherd Park, North Portal Estates",3987,".",16,"01JAN2000","31DEC2000",18,22,12,72,20,4.9,1.3,32,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Takoma, Brightwood, Manor Park",19370,".",17,"01JAN2000","31DEC2000",19,17,20,81,5.3,13,0.7,45,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Brightwood Park, Crestwood, Petworth",36364,".",18,"01JAN2000","31DEC2000",23,16,20,76,5.6,16,1.0,45,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",11692,".",19,"01JAN2000","31DEC2000",16,20,7.1,84,12,2.3,1.6,51,".",".",".",".",".",".",".",".","X","X","X",1
2000,"North Michigan Park, Michigan Park, University Heights",11866,".",20,"01JAN2000","31DEC2000",18,20,6.9,81,13,4.0,1.1,46,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Edgewood, Bloomingdale, Truxton Circle, Eckington",19979,".",21,"01JAN2000","31DEC2000",23,13,6.3,90,5.2,4.1,0.3,62,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Brookland, Brentwood, Langdon",13099,".",22,"01JAN2000","31DEC2000",23,18,3.8,90,6.0,2.7,0.8,48,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Ivy City, Arboretum, Trinidad, Carver Langston",14407,".",23,"01JAN2000","31DEC2000",25,13,3.6,93,5.0,1.4,0.9,72,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Woodridge, Fort Lincoln, Gateway",6464,".",24,"01JAN2000","31DEC2000",18,29,3.0,94,1.9,2.7,0.7,51,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Union Station, Stanton Park, Kingman Park",23060,".",25,"01JAN2000","31DEC2000",19,12,4.9,73,23,2.5,1.4,58,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Capitol Hill, Lincoln Park",25554,".",26,"01JAN2000","31DEC2000",13,8.7,5.6,49,46,3.2,2.2,45,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Near Southeast, Navy Yard",1853,".",27,"01JAN2000","31DEC2000",30,14,0.0,97,2.6,0.0,0.0,88,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Historic Anacostia",5042,".",28,"01JAN2000","31DEC2000",36,8.1,1.3,97,2.1,0.4,0.2,78,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Eastland Gardens, Kenilworth",2161,".",29,"01JAN2000","31DEC2000",39,11,1.3,97,0.4,0.9,1.2,61,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Mayfair, Hillbrook, Mahaning Heights",6291,".",30,"01JAN2000","31DEC2000",31,11,1.7,98,0.5,1.0,0.1,73,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",12717,".",31,"01JAN2000","31DEC2000",29,14,0.7,98,0.7,0.6,0.2,68,".",".",".",".",".",".",".",".","X","X","X",1
2000,"River Terrace, Benning, Greenway, Dupont Park",12275,".",32,"01JAN2000","31DEC2000",27,15,1.6,97,0.5,1.1,0.2,74,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Capitol View, Marshall Heights, Benning Heights",17241,".",33,"01JAN2000","31DEC2000",32,14,0.9,99,0.3,0.4,0.5,68,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",16810,".",34,"01JAN2000","31DEC2000",22,14,1.8,96,2.3,0.9,0.3,60,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",6293,".",35,"01JAN2000","31DEC2000",22,14,2.6,93,4.6,1.8,0.3,63,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",6374,".",36,"01JAN2000","31DEC2000",37,6.8,0.8,99,0.6,0.2,0.3,76,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Sheridan, Barry Farm, Buena Vista",8448,".",37,"01JAN2000","31DEC2000",43,5.3,1.3,99,0.7,0.2,0.3,74,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Douglas, Shipley Terrace",11503,".",38,"01JAN2000","31DEC2000",41,6.3,0.7,98,0.3,0.6,0.4,76,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Congress Heights, Bellevue, Washington Highlands",27035,".",39,"01JAN2000","31DEC2000",34,7.0,2.2,97,1.0,0.9,0.5,72,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Walter Reed",615,".",40,"01JAN2000","31DEC2000",0.0,0.0,8.8,38,46,11,5.2,"i",".",".",".",".",".",".",".",".","X","X","X",1
2000,"Rock Creek Park",275,".",41,"01JAN2000","31DEC2000",17,20,21,64,24,8.2,2.6,26,".",".",".",".",".",".",".",".","X","X","X",1
2000,"Saint Elizabeths",1042,".",43,"01JAN2000","31DEC2000",18,4.7,0.2,91,8.9,0.1,0.0,84,".",".",".",".",".",".",".",".","X","X","X",1
