"timeframe","Cluster_tr2000","TotPop","cluster_tr2000_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
"2012-16","Cluster 1",19713.00,01,"01JAN2011","31DEC2015",7.8831,9.9934,20.3368,8.7201,70.6234,12.2559,5.9250,7.2895,1.23611,1.27074,2.43614,1.65641,2.83253,1.82985,1.35780,7.1120,".",".",".",1
"2012-16","Cluster 2",53012.00,02,"01JAN2011","31DEC2015",15.1645,7.4040,24.1492,33.6678,35.0317,24.3794,4.6103,46.4047,1.28537,0.74201,1.80470,1.79139,1.42016,2.35535,0.83983,5.5370,".",".",".",1
"2012-16","Cluster 3",14192.00,03,"01JAN2011","31DEC2015",8.8571,7.1731,15.7483,33.6739,49.8309,9.2517,3.2201,31.1573,1.66710,1.55446,2.37475,3.76110,3.07226,2.59692,0.96763,13.3116,".",".",".",1
"2012-16","Cluster 4",19294.00,04,"01JAN2011","31DEC2015",10.4851,9.8321,18.0937,5.6702,76.4331,7.6086,7.4738,12.6231,1.67870,1.23749,2.52112,2.50658,1.60809,1.69658,1.57331,8.8803,".",".",".",1
"2012-16","Cluster 5",16127.60,05,"01JAN2011","31DEC2015",2.3744,9.4940,23.6415,8.5317,65.7109,9.8263,11.0695,20.6379,1.22388,1.88109,3.15599,2.11749,3.37369,1.89249,1.76697,37.7117,".",".",".",1
"2012-16","Cluster 6",17294.17,06,"01JAN2011","31DEC2015",4.5348,8.1121,18.4093,4.7973,75.3250,8.6957,7.5492,23.1171,1.42151,1.37800,2.70905,1.43854,2.27642,1.71937,1.44788,21.7985,".",".",".",1
"2012-16","Cluster 7",26333.00,07,"01JAN2011","31DEC2015",8.8482,6.2811,20.2370,23.4421,48.1031,16.6749,7.7811,29.3899,1.48832,1.00760,2.62460,2.31273,1.80012,3.45197,1.40960,8.6144,".",".",".",1
"2012-16","Cluster 8",15221.28,08,"01JAN2011","31DEC2015",10.9149,8.8729,17.0053,35.1827,42.6807,7.8305,11.3041,66.0381,2.58140,1.41067,2.21283,4.09410,2.00372,1.95546,1.78592,13.4596,".",".",".",1
"2012-16","Cluster 9",12187.00,09,"01JAN2011","31DEC2015",10.3471,16.3863,11.2579,43.2428,43.0623,5.5141,5.0464,53.5445,1.94488,2.26079,2.97965,3.75828,3.20534,1.79267,2.01827,9.7445,".",".",".",1
"2012-16","Cluster 10",12856.91,10,"01JAN2011","31DEC2015",25.8440,20.0425,13.0267,10.1105,74.1483,7.6062,4.1296,7.9721,2.44996,2.11192,3.04233,2.95434,1.93576,2.74885,1.30917,3.8123,".",".",".",1
"2012-16","Cluster 11",12940.09,11,"01JAN2011","31DEC2015",23.2089,18.5328,16.8018,5.2867,74.1017,9.6914,5.6341,11.8993,2.61611,2.29223,3.10888,1.80057,3.17525,2.47724,1.34828,6.1262,".",".",".",1
"2012-16","Cluster 12",15856.96,12,"01JAN2011","31DEC2015",11.4863,16.3880,19.9742,9.2949,72.1089,8.6201,7.1916,15.3125,2.20088,2.27444,3.20557,3.25006,3.50224,2.45904,1.79924,6.0562,".",".",".",1
"2012-16","Cluster 13",19829.67,13,"01JAN2011","31DEC2015",17.6289,16.0230,21.4590,6.7482,71.5414,11.9011,6.2101,7.9504,1.45683,1.46556,2.10391,2.10331,2.09785,2.01939,1.26905,3.8552,".",".",".",1
"2012-16","Cluster 14",12730.33,14,"01JAN2011","31DEC2015",9.4833,16.6586,21.3958,6.6679,73.9539,8.2641,6.5557,17.5788,2.24298,2.35773,3.98030,2.37190,3.71087,3.33922,2.21930,8.6204,".",".",".",1
"2012-16","Cluster 15",13271.04,15,"01JAN2011","31DEC2015",14.0955,17.2131,17.1101,4.0473,72.0948,15.4405,5.3773,18.3826,2.16791,1.90047,2.55627,1.31902,3.03395,3.60863,1.51419,9.5463,".",".",".",1
"2012-16","Cluster 16",4455.00,16,"01JAN2011","31DEC2015",21.3692,20.8979,10.7969,63.6139,26.9360,6.5769,0.5836,20.5128,3.72724,3.38879,3.38607,4.65227,3.09364,4.68856,0.76592,9.9172,".",".",".",1
"2012-16","Cluster 17",22005.31,17,"01JAN2011","31DEC2015",20.1212,13.3517,28.5565,59.9247,12.4947,23.3258,1.7424,31.0658,1.92711,1.14381,3.10544,2.17461,1.19437,3.81166,0.95803,6.6840,".",".",".",1
"2012-16","Cluster 18",44447.00,18,"01JAN2011","31DEC2015",19.1127,12.1673,24.0376,53.3647,17.3735,23.7879,2.3556,34.1098,1.45083,0.89204,2.17496,2.14841,1.13811,2.17848,0.58182,5.2826,".",".",".",1
"2012-16","Cluster 19",15669.00,19,"01JAN2011","31DEC2015",19.7205,12.6109,22.5094,62.4035,14.9722,19.5992,2.1316,44.1098,2.37763,1.42053,3.24375,4.12417,2.35945,4.32048,0.95674,9.5695,".",".",".",1
"2012-16","Cluster 20",10064.00,20,"01JAN2011","31DEC2015",18.8394,22.2874,6.4487,71.3235,15.6797,10.3041,0.6558,40.2427,3.22415,1.88026,2.27676,2.13072,2.59202,5.87958,0.58358,12.7788,".",".",".",1
"2012-16","Cluster 21",22017.00,21,"01JAN2011","31DEC2015",15.0429,9.2292,10.6599,55.8478,30.4492,7.9348,2.4481,43.6364,1.63805,1.09527,1.68153,3.36194,2.24722,1.68327,0.74070,7.1105,".",".",".",1
"2012-16","Cluster 22",9825.00,22,"01JAN2011","31DEC2015",23.2875,11.8473,8.4173,70.5445,19.2061,5.7710,2.0051,45.4705,3.44968,2.17189,2.30336,3.79702,3.10187,2.33937,0.92027,6.0728,".",".",".",1
"2012-16","Cluster 23",16527.00,23,"01JAN2011","31DEC2015",18.5938,9.4875,11.3148,73.8973,13.6685,7.4605,2.5776,66.9448,2.41407,1.23431,2.44372,3.56058,1.72721,2.64020,1.21378,6.8216,".",".",".",1
"2012-16","Cluster 24",13827.75,24,"01JAN2011","31DEC2015",19.2003,21.1048,8.6962,82.9661,9.2941,4.9535,1.4325,44.7370,2.31583,1.96777,2.15854,2.47874,2.22746,1.70090,1.03726,8.5298,".",".",".",1
"2012-16","Cluster 25",33543.00,25,"01JAN2011","31DEC2015",13.4097,8.2312,6.3024,30.6025,57.7021,5.1486,3.4672,24.4260,1.04229,0.77783,0.81419,2.11534,1.29289,0.90663,0.58722,5.2031,".",".",".",1
"2012-16","Cluster 26",21267.00,26,"01JAN2011","31DEC2015",11.4591,10.5939,7.5657,28.9180,58.9082,6.5830,2.2053,11.0803,1.20982,1.06751,1.45619,1.70537,1.72479,1.39886,0.65152,4.6717,".",".",".",1
"2012-16","Cluster 27",8013.00,27,"01JAN2011","31DEC2015",13.8400,7.2008,4.6425,38.6247,51.8283,4.5301,2.9078,56.3863,3.34016,1.68817,1.48541,5.44437,2.99315,1.62279,1.13501,12.6847,".",".",".",1
"2012-16","Cluster 28",5551.00,28,"01JAN2011","31DEC2015",33.1832,5.8188,1.7654,96.9555,2.2879,0.3063,0.1081,79.2848,4.09575,1.57097,0.98226,3.17123,1.16731,0.40390,0.40791,3.9495,".",".",".",1
"2012-16","Cluster 29",2383.00,29,"01JAN2011","31DEC2015",26.8149,10.7428,1.0491,97.1884,0.9232,0.7554,0.0000,79.1391,5.25628,2.75189,1.29560,3.93473,1.08618,0.79284,0.71215,10.8231,".",".",".",1
"2012-16","Cluster 30",7380.00,30,"01JAN2011","31DEC2015",27.0732,10.0678,5.0813,91.5176,0.8808,6.1247,0.0000,86.1013,4.90541,2.12234,2.51094,2.88087,0.57078,4.56224,0.32520,4.7378,".",".",".",1
"2012-16","Cluster 31",14863.00,31,"01JAN2011","31DEC2015",24.6451,13.4899,7.0511,94.6848,0.7266,3.3170,0.3297,69.4282,2.73808,2.08035,2.37501,2.08836,0.43621,1.64833,0.31569,6.1501,".",".",".",1
"2012-16","Cluster 32",14170.00,32,"01JAN2011","31DEC2015",26.0127,13.3733,3.1404,95.8292,0.3952,3.1546,0.1835,78.4518,3.40243,1.69520,2.55083,1.29259,0.36986,3.09746,0.40894,6.5225,".",".",".",1
"2012-16","Cluster 33",16259.00,33,"01JAN2011","31DEC2015",27.8000,9.8469,2.4479,95.6824,0.7934,2.3310,0.1169,73.9487,2.59650,1.08193,1.26363,0.75810,0.41102,1.43115,0.26290,4.0125,".",".",".",1
"2012-16","Cluster 34",16859.00,34,"01JAN2011","31DEC2015",19.3902,15.2975,3.4284,90.6341,3.2090,2.9480,1.1804,59.8536,2.46361,1.35106,1.32516,2.33036,1.21762,1.76328,1.05692,7.5246,".",".",".",1
"2012-16","Cluster 35",8046.00,35,"01JAN2011","31DEC2015",20.8799,15.2374,2.3614,86.4902,4.8844,6.0776,0.6711,78.8674,4.14860,2.99431,1.11297,3.82622,1.89337,3.99465,0.55853,9.7448,".",".",".",1
"2012-16","Cluster 36",8762.69,36,"01JAN2011","31DEC2015",30.4190,8.5771,1.0944,96.2745,1.2425,0.6721,0.0000,87.5450,3.83711,1.81266,0.73804,2.00632,0.67945,0.65450,0.33570,3.9018,".",".",".",1
"2012-16","Cluster 37",8177.31,37,"01JAN2011","31DEC2015",33.9168,6.4497,2.7283,94.2579,0.5762,3.5966,0.3057,81.6871,3.43870,1.64123,1.48827,4.53491,0.71518,2.99607,0.40153,2.7726,".",".",".",1
"2012-16","Cluster 38",10911.59,38,"01JAN2011","31DEC2015",33.8247,5.5178,3.4958,94.5496,0.9143,3.1183,0.5041,78.8037,3.90781,1.35447,2.00215,2.64352,0.69780,2.99585,0.75519,5.7289,".",".",".",1
"2012-16","Cluster 39",34061.21,39,"01JAN2011","31DEC2015",27.9497,9.3455,2.9957,94.8986,1.5617,1.7056,0.0537,76.6148,1.71504,0.85026,0.76835,1.47169,0.49104,0.81553,0.17287,3.3237,".",".",".",1
"2012-16","Non-cluster area",9066.08,99,"01JAN2011","31DEC2015",27.4858,8.8535,6.3953,45.5400,40.3002,7.5715,2.3686,25.1214,3.69502,2.03740,2.16807,6.56405,3.90673,2.45517,1.38236,8.7998,".",".",".",1
2010,"Cluster 1",18338.00,01,"01JAN2010","31DEC2010",7.1654,9.0631,".",10.8136,69.1133,12.7713,6.7510,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 2",47378.00,02,"01JAN2010","31DEC2010",14.7199,7.1616,".",37.8593,30.5944,26.6326,4.4071,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 3",12174.00,03,"01JAN2010","31DEC2010",7.8117,6.1360,".",44.1925,40.7919,9.4299,4.9614,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 4",20464.00,04,"01JAN2010","31DEC2010",8.0825,9.3970,".",3.7236,81.1327,6.4406,8.3659,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 5",16160.00,05,"01JAN2010","31DEC2010",1.4418,8.0260,".",6.7079,74.8762,5.6621,12.4257,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 6",17318.00,06,"01JAN2010","31DEC2010",2.7948,7.1429,".",7.7261,72.6932,8.2400,10.8500,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 7",23895.00,07,"01JAN2010","31DEC2010",9.7343,6.6709,".",28.8303,48.0519,14.7186,7.8050,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 8",13560.00,08,"01JAN2010","31DEC2010",10.1401,10.9071,".",37.3673,42.7065,5.8776,13.6652,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 9",11588.00,09,"01JAN2010","31DEC2010",13.2033,14.4201,".",56.1098,32.6804,5.1605,5.1778,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 10",11986.00,10,"01JAN2010","31DEC2010",22.9518,20.4822,".",10.8210,77.1066,6.2239,5.3980,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 11",12216.00,11,"01JAN2010","31DEC2010",18.9669,16.0282,".",5.5501,79.6496,6.6961,7.6048,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 12",15550.00,12,"01JAN2010","31DEC2010",8.9389,13.6463,".",7.1447,74.9518,7.4598,10.0064,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 13",18558.00,13,"01JAN2010","31DEC2010",16.1871,15.0986,".",4.4347,80.1811,7.1721,7.7541,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 14",11713.00,14,"01JAN2010","31DEC2010",6.6422,14.5394,".",5.8653,76.0949,8.9644,8.4948,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 15",12829.00,15,"01JAN2010","31DEC2010",12.2691,14.2100,".",4.4197,80.1777,7.5532,7.4129,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 16",3957.00,16,"01JAN2010","31DEC2010",18.1451,23.5279,".",68.8653,23.7301,5.0543,1.8448,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 17",19455.00,17,"01JAN2010","31DEC2010",19.3164,14.6749,".",68.1676,11.1231,18.2318,1.9275,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 18",39924.00,18,"01JAN2010","31DEC2010",19.9855,12.7142,".",60.7805,12.6941,24.1108,1.8160,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 19",13206.00,19,"01JAN2010","31DEC2010",14.5086,17.0680,".",70.2938,16.9847,10.7754,1.5826,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 20",8875.00,20,"01JAN2010","31DEC2010",16.2141,22.7831,".",81.1493,12.4056,4.5296,1.5437,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 21",19481.00,21,"01JAN2010","31DEC2010",15.7179,9.7069,".",70.2479,19.9887,6.9863,2.2740,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 22",8459.00,22,"01JAN2010","31DEC2010",21.8111,13.2167,".",78.3308,13.5713,6.1355,1.5014,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 23",14510.00,23,"01JAN2010","31DEC2010",21.0613,10.4273,".",87.3673,7.1261,4.1144,1.0269,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 24",11723.00,24,"01JAN2010","31DEC2010",16.8046,21.8204,".",86.8976,5.5361,5.7920,1.1942,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 25",29295.00,25,"01JAN2010","31DEC2010",14.8592,9.2814,".",43.2770,48.7865,4.2669,3.1985,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 26",20909.00,26,"01JAN2010","31DEC2010",11.1387,8.6087,".",34.9419,55.8850,5.1652,3.3718,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 27",5705.00,27,"01JAN2010","31DEC2010",13.2866,7.5723,".",45.7844,43.5057,5.4864,4.7327,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 28",4876.00,28,"01JAN2010","31DEC2010",32.4651,7.8958,".",97.4159,1.2510,0.8819,0.2256,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 29",2445.00,29,"01JAN2010","31DEC2010",34.6421,9.5297,".",97.3824,0.6953,1.4724,0.3272,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 30",6573.00,30,"01JAN2010","31DEC2010",26.5176,10.4062,".",96.5313,0.6694,2.1756,0.1826,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 31",14500.00,31,"01JAN2010","31DEC2010",27.6207,12.3103,".",96.1724,0.8000,2.4552,0.2069,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 32",13008.00,32,"01JAN2010","31DEC2010",25.1230,13.0151,".",96.3407,0.6150,2.5984,0.2153,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 33",14888.00,33,"01JAN2010","31DEC2010",28.4592,11.5059,".",96.2251,0.8396,2.4785,0.1881,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 34",14963.00,34,"01JAN2010","31DEC2010",20.3235,16.7146,".",95.6225,1.9715,1.5639,0.3342,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 35",7688.00,35,"01JAN2010","31DEC2010",17.8850,16.1811,".",92.5468,4.6306,1.9251,0.4162,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 36",7572.00,36,"01JAN2010","31DEC2010",30.3883,8.6239,".",97.5700,0.8056,1.1622,0.1585,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 37",8071.00,37,"01JAN2010","31DEC2010",36.1294,5.6127,".",97.0512,0.7186,1.7222,0.2230,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 38",9710.00,38,"01JAN2010","31DEC2010",34.3975,5.4995,".",97.7961,0.5664,1.2564,0.2266,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Cluster 39",30959.00,39,"01JAN2010","31DEC2010",29.1773,9.0281,".",97.3513,0.7817,1.3631,0.2326,".",".",".",".",".",".",".",".",".",".",".",".",1
2010,"Non-cluster area",7244.00,99,"01JAN2010","31DEC2010",17.7802,15.1988,".",47.5566,40.3368,7.7305,3.6996,".",".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 1",18167.00,01,"01JAN2000","31DEC2000",9.0439,6.3026,25.2216,17.5428,60.0925,15.9575,6.1650,26.2262,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 2",46779.00,02,"01JAN2000","31DEC2000",21.8239,8.3093,32.6364,52.7181,13.1704,30.3363,3.1980,48.3420,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 3",10128.00,03,"01JAN2000","31DEC2000",14.3167,8.6098,16.3803,67.4763,18.1477,12.1149,1.6686,56.1753,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 4",18741.00,04,"01JAN2000","31DEC2000",6.0562,7.6837,14.0121,3.7084,85.1022,4.1780,6.5685,10.3226,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 5",11723.00,05,"01JAN2000","31DEC2000",1.2247,11.8516,19.0662,6.1399,75.1816,5.3483,13.1099,14.9795,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 6",16930.00,06,"01JAN2000","31DEC2000",3.7533,6.4184,22.7518,9.1271,71.9992,9.2086,8.6363,29.0414,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 7",20865.00,07,"01JAN2000","31DEC2000",16.3767,8.4160,23.9013,50.1653,25.1474,18.2027,5.8567,46.2836,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 8",8609.00,08,"01JAN2000","31DEC2000",20.8270,16.4479,13.3465,71.3207,16.1575,4.1933,8.0846,65.6627,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 9",11779.00,09,"01JAN2000","31DEC2000",15.4258,15.0183,10.3744,67.2468,25.1974,4.3043,2.3516,72.3502,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 10",12724.00,10,"01JAN2000","31DEC2000",18.4140,23.8368,13.2898,11.3879,78.0651,4.5426,4.9827,12.2784,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 11",10490.00,11,"01JAN2000","31DEC2000",18.7703,15.9390,16.7493,4.7664,84.0324,4.7760,5.4433,6.6164,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 12",14953.00,12,"01JAN2000","31DEC2000",9.7037,13.7765,20.1966,6.9618,78.7869,6.8281,6.9551,11.5866,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 13",18708.00,13,"01JAN2000","31DEC2000",12.8341,11.8131,19.5157,5.0192,80.8852,6.2487,5.9600,12.0306,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 14",11142.00,14,"01JAN2000","31DEC2000",6.3364,14.5396,27.0777,6.5159,75.1750,9.6931,7.9070,28.8425,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 15",12306.00,15,"01JAN2000","31DEC2000",10.8077,15.2446,16.6423,7.7036,79.5547,6.7366,5.2495,12.8995,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 16",4030.00,16,"01JAN2000","31DEC2000",17.9156,22.3077,11.7618,71.9355,20.3970,4.9380,1.3400,31.9540,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 17",18441.00,17,"01JAN2000","31DEC2000",19.2614,16.8429,20.4707,79.6161,6.1981,12.8518,0.6941,44.1608,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 18",39233.00,18,"01JAN2000","31DEC2000",22.4250,16.0248,19.5040,77.2487,5.3628,15.7673,0.9150,46.0112,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 19",12069.00,19,"01JAN2000","31DEC2000",14.1188,18.5351,7.5317,79.2112,15.7262,2.0714,2.1460,51.0204,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 20",9576.00,20,"01JAN2000","31DEC2000",19.7055,22.6295,6.0777,85.7456,9.5238,4.0414,0.5848,43.9681,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 21",18429.00,21,"01JAN2000","31DEC2000",23.6963,12.9741,5.5076,91.6273,4.0317,3.7007,0.2008,62.7203,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 22",8906.00,22,"01JAN2000","31DEC2000",24.6912,14.7766,3.6043,88.2551,7.2985,2.6499,0.7748,46.2857,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 23",13909.00,23,"01JAN2000","31DEC2000",25.3289,13.0994,3.5229,92.4797,5.0543,1.3229,0.8771,72.9379,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 24",11348.00,24,"01JAN2000","31DEC2000",18.7610,26.4804,3.4984,93.8139,2.2118,2.8023,0.8283,52.4209,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 25",27370.00,25,"01JAN2000","31DEC2000",17.9357,11.6478,4.9324,66.9565,28.5641,2.4699,1.5199,56.1775,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 26",18489.00,26,"01JAN2000","31DEC2000",10.7523,8.9134,5.6304,46.3086,47.8014,3.1478,2.4122,35.7385,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 27",4633.00,27,"01JAN2000","31DEC2000",33.6931,10.3173,3.6262,88.9704,7.2307,3.0218,0.4964,80.9668,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 28",4873.00,28,"01JAN2000","31DEC2000",36.3226,8.1469,1.2518,97.1270,2.0932,0.3694,0.1642,78.0275,".",".",".",".",".",".",".",".",".",".",".",1
2000,"Cluster 29",2374.00,29,"01JAN2000","31DEC2000",39.0480,10.5729,1.3479,97.4305,0.4212,0.9267,1.2216,61.0000,".",".",".",".",".",".",".",".",".",".",".",1
