"start_date","end_date","cluster2017","timeframe","cluster2017_nf","Crimes_pt1_property_per1000","Crimes_pt1_violent_per1000","indc"
"01JAN2005","31DEC2005","Cluster 30",2005,"Cluster 30",47,19,1
"01JAN2006","31DEC2006","Cluster 30",2006,"Cluster 30",45,15,1
"01JAN2007","31DEC2007","Cluster 30",2007,"Cluster 30",61,17,1
"01JAN2008","31DEC2008","Cluster 30",2008,"Cluster 30",62,19,1
"01JAN2009","31DEC2009","Cluster 30",2009,"Cluster 30",55,24,1
"01JAN2010","31DEC2010","Cluster 30",2010,"Cluster 30",48,20,1
"01JAN2011","31DEC2011","Cluster 30",2011,"Cluster 30",40,22,1
"01JAN2012","31DEC2012","Cluster 30",2012,"Cluster 30",43,19,1
"01JAN2013","31DEC2013","Cluster 30",2013,"Cluster 30",51,25,1
"01JAN2014","31DEC2014","Cluster 30",2014,"Cluster 30",52,27,1
"01JAN2015","31DEC2015","Cluster 30",2015,"Cluster 30",48,20,1
"01JAN2016","31DEC2016","Cluster 30",2016,"Cluster 30",47,22,1
"01JAN2017","31DEC2017","Cluster 30",2017,"Cluster 30",50,19,1
"01JAN2018","31DEC2018","Cluster 30",2018,"Cluster 30",55,17,1
"01JAN2019","31DEC2019","Cluster 30",2019,"Cluster 30",52,17,1
"01JAN2000","31DEC2000","Cluster 31",2000,"Cluster 31",52,24,1
"01JAN2001","31DEC2001","Cluster 31",2001,"Cluster 31",53,25,1
"01JAN2002","31DEC2002","Cluster 31",2002,"Cluster 31",54,22,1
"01JAN2003","31DEC2003","Cluster 31",2003,"Cluster 31",76,24,1
"01JAN2004","31DEC2004","Cluster 31",2004,"Cluster 31",51,19,1
"01JAN2005","31DEC2005","Cluster 31",2005,"Cluster 31",41,24,1
"01JAN2006","31DEC2006","Cluster 31",2006,"Cluster 31",45,19,1
"01JAN2007","31DEC2007","Cluster 31",2007,"Cluster 31",61,22,1
"01JAN2008","31DEC2008","Cluster 31",2008,"Cluster 31",76,28,1
"01JAN2009","31DEC2009","Cluster 31",2009,"Cluster 31",65,26,1
"01JAN2010","31DEC2010","Cluster 31",2010,"Cluster 31",69,28,1
"01JAN2011","31DEC2011","Cluster 31",2011,"Cluster 31",72,24,1
"01JAN2012","31DEC2012","Cluster 31",2012,"Cluster 31",51,21,1
"01JAN2013","31DEC2013","Cluster 31",2013,"Cluster 31",52,28,1
"01JAN2014","31DEC2014","Cluster 31",2014,"Cluster 31",69,27,1
"01JAN2015","31DEC2015","Cluster 31",2015,"Cluster 31",56,25,1
"01JAN2016","31DEC2016","Cluster 31",2016,"Cluster 31",49,21,1
"01JAN2017","31DEC2017","Cluster 31",2017,"Cluster 31",55,17,1
"01JAN2018","31DEC2018","Cluster 31",2018,"Cluster 31",54,15,1
"01JAN2019","31DEC2019","Cluster 31",2019,"Cluster 31",50,16,1
"01JAN2000","31DEC2000","Cluster 32",2000,"Cluster 32",49,20,1
"01JAN2001","31DEC2001","Cluster 32",2001,"Cluster 32",49,22,1
"01JAN2002","31DEC2002","Cluster 32",2002,"Cluster 32",57,20,1
"01JAN2003","31DEC2003","Cluster 32",2003,"Cluster 32",62,20,1
"01JAN2004","31DEC2004","Cluster 32",2004,"Cluster 32",47,19,1
"01JAN2005","31DEC2005","Cluster 32",2005,"Cluster 32",37,16,1
"01JAN2006","31DEC2006","Cluster 32",2006,"Cluster 32",32,15,1
"01JAN2007","31DEC2007","Cluster 32",2007,"Cluster 32",35,18,1
"01JAN2008","31DEC2008","Cluster 32",2008,"Cluster 32",49,16,1
"01JAN2009","31DEC2009","Cluster 32",2009,"Cluster 32",39,16,1
"01JAN2010","31DEC2010","Cluster 32",2010,"Cluster 32",40,19,1
"01JAN2011","31DEC2011","Cluster 32",2011,"Cluster 32",38,18,1
"01JAN2012","31DEC2012","Cluster 32",2012,"Cluster 32",50,21,1
"01JAN2013","31DEC2013","Cluster 32",2013,"Cluster 32",51,23,1
"01JAN2014","31DEC2014","Cluster 32",2014,"Cluster 32",59,25,1
"01JAN2015","31DEC2015","Cluster 32",2015,"Cluster 32",57,20,1
"01JAN2016","31DEC2016","Cluster 32",2016,"Cluster 32",55,18,1
"01JAN2017","31DEC2017","Cluster 32",2017,"Cluster 32",51,16,1
"01JAN2018","31DEC2018","Cluster 32",2018,"Cluster 32",51,13,1
"01JAN2019","31DEC2019","Cluster 32",2019,"Cluster 32",46,14,1
"01JAN2000","31DEC2000","Cluster 33",2000,"Cluster 33",42,21,1
"01JAN2001","31DEC2001","Cluster 33",2001,"Cluster 33",43,21,1
"01JAN2002","31DEC2002","Cluster 33",2002,"Cluster 33",52,21,1
"01JAN2003","31DEC2003","Cluster 33",2003,"Cluster 33",58,19,1
"01JAN2004","31DEC2004","Cluster 33",2004,"Cluster 33",41,17,1
"01JAN2005","31DEC2005","Cluster 33",2005,"Cluster 33",32,17,1
"01JAN2006","31DEC2006","Cluster 33",2006,"Cluster 33",31,16,1
"01JAN2007","31DEC2007","Cluster 33",2007,"Cluster 33",39,14,1
"01JAN2008","31DEC2008","Cluster 33",2008,"Cluster 33",45,16,1
"01JAN2009","31DEC2009","Cluster 33",2009,"Cluster 33",31,19,1
"01JAN2010","31DEC2010","Cluster 33",2010,"Cluster 33",32,18,1
"01JAN2011","31DEC2011","Cluster 33",2011,"Cluster 33",36,16,1
"01JAN2012","31DEC2012","Cluster 33",2012,"Cluster 33",38,14,1
"01JAN2013","31DEC2013","Cluster 33",2013,"Cluster 33",38,21,1
"01JAN2014","31DEC2014","Cluster 33",2014,"Cluster 33",44,18,1
"01JAN2015","31DEC2015","Cluster 33",2015,"Cluster 33",37,16,1
"01JAN2016","31DEC2016","Cluster 33",2016,"Cluster 33",35,13,1
"01JAN2017","31DEC2017","Cluster 33",2017,"Cluster 33",36,11,1
"01JAN2018","31DEC2018","Cluster 33",2018,"Cluster 33",38,12,1
"01JAN2019","31DEC2019","Cluster 33",2019,"Cluster 33",27,10,1
"01JAN2000","31DEC2000","Cluster 34",2000,"Cluster 34",46,16,1
"01JAN2001","31DEC2001","Cluster 34",2001,"Cluster 34",50,17,1
"01JAN2002","31DEC2002","Cluster 34",2002,"Cluster 34",53,16,1
"01JAN2003","31DEC2003","Cluster 34",2003,"Cluster 34",56,14,1
"01JAN2004","31DEC2004","Cluster 34",2004,"Cluster 34",41,13,1
"01JAN2005","31DEC2005","Cluster 34",2005,"Cluster 34",33,13,1
"01JAN2006","31DEC2006","Cluster 34",2006,"Cluster 34",32,15,1
"01JAN2007","31DEC2007","Cluster 34",2007,"Cluster 34",37,13,1
"01JAN2008","31DEC2008","Cluster 34",2008,"Cluster 34",37,13,1
"01JAN2009","31DEC2009","Cluster 34",2009,"Cluster 34",39,11,1
"01JAN2010","31DEC2010","Cluster 34",2010,"Cluster 34",31,10,1
"01JAN2011","31DEC2011","Cluster 34",2011,"Cluster 34",33,12,1
"01JAN2012","31DEC2012","Cluster 34",2012,"Cluster 34",45,17,1
"01JAN2013","31DEC2013","Cluster 34",2013,"Cluster 34",46,17,1
"01JAN2014","31DEC2014","Cluster 34",2014,"Cluster 34",53,15,1
"01JAN2015","31DEC2015","Cluster 34",2015,"Cluster 34",42,14,1
"01JAN2016","31DEC2016","Cluster 34",2016,"Cluster 34",40,14,1
"01JAN2017","31DEC2017","Cluster 34",2017,"Cluster 34",40,11,1
"01JAN2018","31DEC2018","Cluster 34",2018,"Cluster 34",48,12,1
"01JAN2019","31DEC2019","Cluster 34",2019,"Cluster 34",48,9.0,1
"01JAN2000","31DEC2000","Cluster 35",2000,"Cluster 35",57,13,1
"01JAN2001","31DEC2001","Cluster 35",2001,"Cluster 35",71,17,1
"01JAN2002","31DEC2002","Cluster 35",2002,"Cluster 35",71,15,1
"01JAN2003","31DEC2003","Cluster 35",2003,"Cluster 35",87,14,1
"01JAN2004","31DEC2004","Cluster 35",2004,"Cluster 35",54,15,1
"01JAN2005","31DEC2005","Cluster 35",2005,"Cluster 35",48,14,1
"01JAN2006","31DEC2006","Cluster 35",2006,"Cluster 35",43,11,1
"01JAN2007","31DEC2007","Cluster 35",2007,"Cluster 35",66,19,1
"01JAN2008","31DEC2008","Cluster 35",2008,"Cluster 35",52,16,1
"01JAN2009","31DEC2009","Cluster 35",2009,"Cluster 35",53,13,1
"01JAN2010","31DEC2010","Cluster 35",2010,"Cluster 35",44,19,1
"01JAN2011","31DEC2011","Cluster 35",2011,"Cluster 35",49,15,1
"01JAN2012","31DEC2012","Cluster 35",2012,"Cluster 35",57,13,1
"01JAN2013","31DEC2013","Cluster 35",2013,"Cluster 35",47,13,1
"01JAN2014","31DEC2014","Cluster 35",2014,"Cluster 35",46,13,1
"01JAN2015","31DEC2015","Cluster 35",2015,"Cluster 35",45,8.7,1
"01JAN2016","31DEC2016","Cluster 35",2016,"Cluster 35",40,9.6,1
"01JAN2017","31DEC2017","Cluster 35",2017,"Cluster 35",48,9.4,1
"01JAN2018","31DEC2018","Cluster 35",2018,"Cluster 35",54,6.0,1
"01JAN2019","31DEC2019","Cluster 35",2019,"Cluster 35",55,5.4,1
"01JAN2000","31DEC2000","Cluster 36",2000,"Cluster 36",27,27,1
"01JAN2001","31DEC2001","Cluster 36",2001,"Cluster 36",27,29,1
"01JAN2002","31DEC2002","Cluster 36",2002,"Cluster 36",36,28,1
"01JAN2003","31DEC2003","Cluster 36",2003,"Cluster 36",43,26,1
"01JAN2004","31DEC2004","Cluster 36",2004,"Cluster 36",37,28,1
"01JAN2005","31DEC2005","Cluster 36",2005,"Cluster 36",29,25,1
"01JAN2006","31DEC2006","Cluster 36",2006,"Cluster 36",23,22,1
"01JAN2007","31DEC2007","Cluster 36",2007,"Cluster 36",28,20,1
"01JAN2008","31DEC2008","Cluster 36",2008,"Cluster 36",24,17,1
"01JAN2009","31DEC2009","Cluster 36",2009,"Cluster 36",25,17,1
"01JAN2010","31DEC2010","Cluster 36",2010,"Cluster 36",28,16,1
"01JAN2011","31DEC2011","Cluster 36",2011,"Cluster 36",30,18,1
"01JAN2012","31DEC2012","Cluster 36",2012,"Cluster 36",36,21,1
"01JAN2013","31DEC2013","Cluster 36",2013,"Cluster 36",34,20,1
"01JAN2014","31DEC2014","Cluster 36",2014,"Cluster 36",33,16,1
"01JAN2015","31DEC2015","Cluster 36",2015,"Cluster 36",30,15,1
"01JAN2016","31DEC2016","Cluster 36",2016,"Cluster 36",28,11,1
"01JAN2017","31DEC2017","Cluster 36",2017,"Cluster 36",23,11,1
"01JAN2018","31DEC2018","Cluster 36",2018,"Cluster 36",21,9.4,1
"01JAN2019","31DEC2019","Cluster 36",2019,"Cluster 36",24,9.9,1
"01JAN2000","31DEC2000","Cluster 37",2000,"Cluster 37",33,24,1
"01JAN2001","31DEC2001","Cluster 37",2001,"Cluster 37",37,24,1
"01JAN2002","31DEC2002","Cluster 37",2002,"Cluster 37",34,26,1
"01JAN2003","31DEC2003","Cluster 37",2003,"Cluster 37",40,26,1
"01JAN2004","31DEC2004","Cluster 37",2004,"Cluster 37",32,24,1
"01JAN2005","31DEC2005","Cluster 37",2005,"Cluster 37",38,21,1
"01JAN2006","31DEC2006","Cluster 37",2006,"Cluster 37",33,24,1
"01JAN2007","31DEC2007","Cluster 37",2007,"Cluster 37",44,27,1
"01JAN2008","31DEC2008","Cluster 37",2008,"Cluster 37",42,24,1
"01JAN2009","31DEC2009","Cluster 37",2009,"Cluster 37",46,24,1
"01JAN2010","31DEC2010","Cluster 37",2010,"Cluster 37",40,22,1
"01JAN2011","31DEC2011","Cluster 37",2011,"Cluster 37",48,24,1
"01JAN2012","31DEC2012","Cluster 37",2012,"Cluster 37",49,29,1
"01JAN2013","31DEC2013","Cluster 37",2013,"Cluster 37",43,22,1
"01JAN2014","31DEC2014","Cluster 37",2014,"Cluster 37",36,21,1
"01JAN2015","31DEC2015","Cluster 37",2015,"Cluster 37",46,19,1
"01JAN2016","31DEC2016","Cluster 37",2016,"Cluster 37",35,22,1
"01JAN2017","31DEC2017","Cluster 37",2017,"Cluster 37",34,15,1
"01JAN2018","31DEC2018","Cluster 37",2018,"Cluster 37",33,12,1
"01JAN2019","31DEC2019","Cluster 37",2019,"Cluster 37",22,11,1
"01JAN2000","31DEC2000","Cluster 38",2000,"Cluster 38",29,22,1
"01JAN2001","31DEC2001","Cluster 38",2001,"Cluster 38",31,20,1
"01JAN2002","31DEC2002","Cluster 38",2002,"Cluster 38",35,21,1
"01JAN2003","31DEC2003","Cluster 38",2003,"Cluster 38",36,20,1
"01JAN2004","31DEC2004","Cluster 38",2004,"Cluster 38",34,15,1
"01JAN2005","31DEC2005","Cluster 38",2005,"Cluster 38",34,20,1
"01JAN2006","31DEC2006","Cluster 38",2006,"Cluster 38",34,20,1
"01JAN2007","31DEC2007","Cluster 38",2007,"Cluster 38",41,21,1
"01JAN2008","31DEC2008","Cluster 38",2008,"Cluster 38",40,18,1
"01JAN2009","31DEC2009","Cluster 38",2009,"Cluster 38",39,20,1
"01JAN2010","31DEC2010","Cluster 38",2010,"Cluster 38",41,23,1
"01JAN2011","31DEC2011","Cluster 38",2011,"Cluster 38",33,17,1
"01JAN2012","31DEC2012","Cluster 38",2012,"Cluster 38",35,20,1
"01JAN2013","31DEC2013","Cluster 38",2013,"Cluster 38",39,19,1
"01JAN2014","31DEC2014","Cluster 38",2014,"Cluster 38",36,17,1
"01JAN2015","31DEC2015","Cluster 38",2015,"Cluster 38",37,17,1
"01JAN2016","31DEC2016","Cluster 38",2016,"Cluster 38",35,17,1
"01JAN2017","31DEC2017","Cluster 38",2017,"Cluster 38",30,11,1
"01JAN2018","31DEC2018","Cluster 38",2018,"Cluster 38",29,10,1
"01JAN2019","31DEC2019","Cluster 38",2019,"Cluster 38",24,9.8,1
"01JAN2000","31DEC2000","Cluster 39",2000,"Cluster 39",36,26,1
"01JAN2001","31DEC2001","Cluster 39",2001,"Cluster 39",42,25,1
"01JAN2002","31DEC2002","Cluster 39",2002,"Cluster 39",45,25,1
"01JAN2003","31DEC2003","Cluster 39",2003,"Cluster 39",42,26,1
"01JAN2004","31DEC2004","Cluster 39",2004,"Cluster 39",38,21,1
"01JAN2005","31DEC2005","Cluster 39",2005,"Cluster 39",37,21,1
"01JAN2006","31DEC2006","Cluster 39",2006,"Cluster 39",40,18,1
"01JAN2007","31DEC2007","Cluster 39",2007,"Cluster 39",50,23,1
"01JAN2008","31DEC2008","Cluster 39",2008,"Cluster 39",49,23,1
"01JAN2009","31DEC2009","Cluster 39",2009,"Cluster 39",47,22,1
"01JAN2010","31DEC2010","Cluster 39",2010,"Cluster 39",48,20,1
"01JAN2011","31DEC2011","Cluster 39",2011,"Cluster 39",41,22,1
"01JAN2012","31DEC2012","Cluster 39",2012,"Cluster 39",37,20,1
"01JAN2013","31DEC2013","Cluster 39",2013,"Cluster 39",40,20,1
"01JAN2014","31DEC2014","Cluster 39",2014,"Cluster 39",36,17,1
"01JAN2015","31DEC2015","Cluster 39",2015,"Cluster 39",33,17,1
"01JAN2016","31DEC2016","Cluster 39",2016,"Cluster 39",33,16,1
"01JAN2017","31DEC2017","Cluster 39",2017,"Cluster 39",31,12,1
"01JAN2018","31DEC2018","Cluster 39",2018,"Cluster 39",27,12,1
"01JAN2019","31DEC2019","Cluster 39",2019,"Cluster 39",24,11,1
"01JAN2000","31DEC2000","Cluster 40",2000,"Cluster 40",29,1.6,1
"01JAN2001","31DEC2001","Cluster 40",2001,"Cluster 40",37,6.8,1
"01JAN2002","31DEC2002","Cluster 40",2002,"Cluster 40",25,11,1
"01JAN2003","31DEC2003","Cluster 40",2003,"Cluster 40",48,19,1
"01JAN2004","31DEC2004","Cluster 40",2004,"Cluster 40",43,12,1
"01JAN2005","31DEC2005","Cluster 40",2005,"Cluster 40",31,4.1,1
"01JAN2006","31DEC2006","Cluster 40",2006,"Cluster 40",22,8.7,1
"01JAN2007","31DEC2007","Cluster 40",2007,"Cluster 40",42,9.2,1
"01JAN2008","31DEC2008","Cluster 40",2008,"Cluster 40",20,12,1
"01JAN2009","31DEC2009","Cluster 40",2009,"Cluster 40",31,7.9,1
"01JAN2010","31DEC2010","Cluster 40",2010,"Cluster 40",20,25,1
"01JAN2011","31DEC2011","Cluster 40",2011,"Cluster 40",45,8.5,1
"01JAN2012","31DEC2012","Cluster 40",2012,"Cluster 40",39,17,1
"01JAN2013","31DEC2013","Cluster 40",2013,"Cluster 40",56,31,1
"01JAN2014","31DEC2014","Cluster 40",2014,"Cluster 40",82,2.8,1
"01JAN2015","31DEC2015","Cluster 40",2015,"Cluster 40",48,11,1
"01JAN2016","31DEC2016","Cluster 40",2016,"Cluster 40",56,8.5,1
"01JAN2017","31DEC2017","Cluster 40",2017,"Cluster 40",65,17,1
"01JAN2018","31DEC2018","Cluster 40",2018,"Cluster 40",76,2.8,1
"01JAN2019","31DEC2019","Cluster 40",2019,"Cluster 40",34,2.8,1
"01JAN2000","31DEC2000","Cluster 41",2000,"Cluster 41",124,7.3,1
"01JAN2001","31DEC2001","Cluster 41",2001,"Cluster 41",97,15,1
"01JAN2002","31DEC2002","Cluster 41",2002,"Cluster 41",109,16,1
"01JAN2003","31DEC2003","Cluster 41",2003,"Cluster 41",144,11,1
"01JAN2004","31DEC2004","Cluster 41",2004,"Cluster 41",54,8.0,1
"01JAN2005","31DEC2005","Cluster 41",2005,"Cluster 41",57,9.0,1
"01JAN2006","31DEC2006","Cluster 41",2006,"Cluster 41",42,3.3,1
"01JAN2007","31DEC2007","Cluster 41",2007,"Cluster 41",27,6.0,1
"01JAN2008","31DEC2008","Cluster 41",2008,"Cluster 41",29,8.3,1
"01JAN2009","31DEC2009","Cluster 41",2009,"Cluster 41",36,7.7,1
"01JAN2010","31DEC2010","Cluster 41",2010,"Cluster 41",31,7.2,1
"01JAN2011","31DEC2011","Cluster 41",2011,"Cluster 41",27,2.4,1
"01JAN2012","31DEC2012","Cluster 41",2012,"Cluster 41",41,2.4,1
"01JAN2013","31DEC2013","Cluster 41",2013,"Cluster 41",41,2.4,1
"01JAN2014","31DEC2014","Cluster 41",2014,"Cluster 41",63,3.6,1
"01JAN2015","31DEC2015","Cluster 41",2015,"Cluster 41",24,2.4,1
"01JAN2016","31DEC2016","Cluster 41",2016,"Cluster 41",37,0.0,1
"01JAN2017","31DEC2017","Cluster 41",2017,"Cluster 41",39,2.4,1
"01JAN2018","31DEC2018","Cluster 41",2018,"Cluster 41",33,3.6,1
"01JAN2019","31DEC2019","Cluster 41",2019,"Cluster 41",30,2.4,1
"01JAN2000","31DEC2000","Cluster 43",2000,"Cluster 43",25,21,1
"01JAN2001","31DEC2001","Cluster 43",2001,"Cluster 43",38,15,1
"01JAN2002","31DEC2002","Cluster 43",2002,"Cluster 43",22,11,1
"01JAN2003","31DEC2003","Cluster 43",2003,"Cluster 43",23,16,1
"01JAN2004","31DEC2004","Cluster 43",2004,"Cluster 43",16,17,1
"01JAN2005","31DEC2005","Cluster 43",2005,"Cluster 43",11,4.4,1
"01JAN2006","31DEC2006","Cluster 43",2006,"Cluster 43",17,19,1
"01JAN2007","31DEC2007","Cluster 43",2007,"Cluster 43",54,53,1
"01JAN2008","31DEC2008","Cluster 43",2008,"Cluster 43",79,37,1
"01JAN2009","31DEC2009","Cluster 43",2009,"Cluster 43",64,53,1
"01JAN2010","31DEC2010","Cluster 43",2010,"Cluster 43",50,30,1
"01JAN2011","31DEC2011","Cluster 43",2011,"Cluster 43",77,59,1
"01JAN2012","31DEC2012","Cluster 43",2012,"Cluster 43",54,40,1
"01JAN2013","31DEC2013","Cluster 43",2013,"Cluster 43",59,40,1
"01JAN2014","31DEC2014","Cluster 43",2014,"Cluster 43",64,40,1
"01JAN2015","31DEC2015","Cluster 43",2015,"Cluster 43",44,56,1
"01JAN2016","31DEC2016","Cluster 43",2016,"Cluster 43",52,33,1
"01JAN2017","31DEC2017","Cluster 43",2017,"Cluster 43",59,23,1
"01JAN2018","31DEC2018","Cluster 43",2018,"Cluster 43",42,29,1
"01JAN2019","31DEC2019","Cluster 43",2019,"Cluster 43",43,17,1
"01JAN2000","31DEC2000","Cluster 44",2000,"Cluster 44",11,5.8,1
"01JAN2001","31DEC2001","Cluster 44",2001,"Cluster 44",10,4.3,1
"01JAN2002","31DEC2002","Cluster 44",2002,"Cluster 44",11,4.6,1
"01JAN2003","31DEC2003","Cluster 44",2003,"Cluster 44",13,4.1,1
"01JAN2004","31DEC2004","Cluster 44",2004,"Cluster 44",12,4.5,1
"01JAN2005","31DEC2005","Cluster 44",2005,"Cluster 44",15,5.0,1
"01JAN2006","31DEC2006","Cluster 44",2006,"Cluster 44",18,4.8,1
"01JAN2007","31DEC2007","Cluster 44",2007,"Cluster 44",11,3.2,1
"01JAN2008","31DEC2008","Cluster 44",2008,"Cluster 44",15,3.7,1
"01JAN2009","31DEC2009","Cluster 44",2009,"Cluster 44",11,3.5,1
"01JAN2010","31DEC2010","Cluster 44",2010,"Cluster 44",8.8,2.7,1
"01JAN2011","31DEC2011","Cluster 44",2011,"Cluster 44",15,3.2,1
"01JAN2012","31DEC2012","Cluster 44",2012,"Cluster 44",20,6.7,1
"01JAN2013","31DEC2013","Cluster 44",2013,"Cluster 44",14,7.2,1
"01JAN2014","31DEC2014","Cluster 44",2014,"Cluster 44",14,4.4,1
"01JAN2015","31DEC2015","Cluster 44",2015,"Cluster 44",15,4.6,1
"01JAN2016","31DEC2016","Cluster 44",2016,"Cluster 44",11,5.1,1
"01JAN2017","31DEC2017","Cluster 44",2017,"Cluster 44",12,1.7,1
"01JAN2018","31DEC2018","Cluster 44",2018,"Cluster 44",11,3.4,1
"01JAN2019","31DEC2019","Cluster 44",2019,"Cluster 44",11,3.4,1
"01JAN2000","31DEC2000","Cluster 46",2000,"Cluster 46",".",".",1
"01JAN2001","31DEC2001","Cluster 46",2001,"Cluster 46",345,207,1
"01JAN2002","31DEC2002","Cluster 46",2002,"Cluster 46",155,241,1
"01JAN2003","31DEC2003","Cluster 46",2003,"Cluster 46",136,125,1
"01JAN2004","31DEC2004","Cluster 46",2004,"Cluster 46",85,51,1
"01JAN2005","31DEC2005","Cluster 46",2005,"Cluster 46",75,55,1
"01JAN2006","31DEC2006","Cluster 46",2006,"Cluster 46",69,11,1
"01JAN2007","31DEC2007","Cluster 46",2007,"Cluster 46",113,49,1
"01JAN2008","31DEC2008","Cluster 46",2008,"Cluster 46",38,30,1
"01JAN2009","31DEC2009","Cluster 46",2009,"Cluster 46",61,46,1
"01JAN2010","31DEC2010","Cluster 46",2010,"Cluster 46",144,34,1
"01JAN2011","31DEC2011","Cluster 46",2011,"Cluster 46",68,10,1
"01JAN2012","31DEC2012","Cluster 46",2012,"Cluster 46",6.8,10,1
"01JAN2013","31DEC2013","Cluster 46",2013,"Cluster 46",10,0.0,1
"01JAN2014","31DEC2014","Cluster 46",2014,"Cluster 46",27,3.4,1
"01JAN2015","31DEC2015","Cluster 46",2015,"Cluster 46",21,3.4,1
"01JAN2016","31DEC2016","Cluster 46",2016,"Cluster 46",10,0.0,1
"01JAN2017","31DEC2017","Cluster 46",2017,"Cluster 46",14,0.0,1
"01JAN2018","31DEC2018","Cluster 46",2018,"Cluster 46",3.4,0.0,1
"01JAN2019","31DEC2019","Cluster 46",2019,"Cluster 46",14,10,1

